curato-test.ep.springtools.de	54.230.201.52,54.230.201.76,54.230.201.40
customalerts-na1.emarketer.com	104.18.30.147,104.18.31.147
dashboard-na1.emarketer.com	104.18.30.147,104.18.31.147
data-861bbf2127.bild.de	136.110.231.186
data-4892815f14.fitbook.de	136.110.231.186
data-6463194ae5.fitbook.de	136.110.231.186
data-861bbf2127.fitbook.de	136.110.231.186
data-56b1bc19e7.autobild.de	136.110.231.186
data-861bbf2127.travelbook.de	136.110.231.186
data-9e4f40dc7c.travelbook.de	136.110.231.186
data-bb21a2f11b.bild.de	136.110.231.186
data-bb21a2f11b.sportbild.de	136.110.231.186
data-bb21a2f11b.fitbook.de	136.110.231.186
data-bb21a2f11b.travelbook.de	136.110.231.186
debug.tagging.fanmeile.sportbild.de	3.124.76.94,63.185.127.217,3.127.34.84
data-bb4ada6163.travelbook.de	136.110.231.186
debug.tagging.stg.fanmeile.sportbild.de	63.188.239.96,51.102.225.60,18.198.157.232
data-4e9ff460f2.autobild.de	136.110.231.186
dev1.epaper.bild.de	217.89.46.122
dev2.epaper.bild.de	217.89.46.122
dev3.epaper.bild.de	217.89.46.122
dev4.epaper.bild.de	217.89.46.122
dev5.epaper.bild.de	217.89.46.122
dev-checkout.co.bild.de	145.243.234.10
dev.newsos.com	63.184.104.50,3.125.135.201
dev.vibed.newsos.com	63.188.147.214,52.58.68.174,63.184.39.162
digasred.autobild.de	95.100.104.9,95.100.104.29
digasred.stage.autobild.de	95.100.104.32,95.100.104.19
dmp.politico.eu	104.18.21.20,104.18.20.20
don.bild.de	35.159.255.199,52.57.51.224,63.181.87.62
download.autobild.de	13.248.163.210,76.223.57.215
dsc.bild.de	76.223.57.215,13.248.163.210
download.storage.bild.de	95.100.104.4,95.100.104.5
dsc.sportbild.de	76.223.57.215,13.248.163.210
einbuergerungstest.bild.de	13.248.163.210,76.223.57.215
ein-herz-fuer-kinder.de	13.248.163.210,76.223.57.215
einfach.bild.de	13.248.163.210,76.223.57.215
edition.autobild.de	208.82.72.50
einverstaendnis.autobild.de	208.82.72.50
email.mg.emarketer.com	34.102.239.211
emailverification-management-na1.emarketer.com	104.18.30.147,104.18.31.147
emailverification-na1.emarketer.com	104.18.31.147,104.18.30.147
emarketer.com	18.211.152.42,18.210.63.196
em-tippliga.sportbild.de	162.55.0.247
emtippspiel.sportbild.de	13.248.163.210,76.223.57.215
enews.emarketer.com	172.64.144.64,104.18.43.192
epaper.bild.de	188.40.16.234
epaper.fanmeile.sportbild.de	188.40.16.234
epaper.vip-lounge.autobild.de	188.40.16.234
escapes.travelbook.de	76.223.57.215,13.248.163.210
ev.emarketer.com	8.8.8.8
event.autobild.de	216.137.44.120,216.137.44.25,216.137.44.41
event.bild.de	52.84.118.95,52.84.118.68,52.84.118.21
event.politico.eu	18.165.201.78,18.165.201.123,18.165.201.56
ewa.emarketer.com	10.100.30.189,10.100.31.28
event.sportbild.de	52.85.47.89,52.85.47.122,52.85.47.123
events.emarketer.com	3.248.123.157,52.213.47.89
fahrschule.autobild.de	13.248.163.210,76.223.57.215
fahrschule.bild.de	13.248.163.210,76.223.57.215
fanmeile.sportbild.bild.de	3.124.76.94,3.127.34.84,63.185.127.217
fanmeile.sportbild.de	3.127.34.84,63.185.127.217,3.124.76.94
favorites.emarketer.com	18.211.152.42,18.210.63.196
fb.autobild.de	54.217.222.253
fca.sportbild.de	76.223.57.215,13.248.163.210
fcb.sportbild.de	13.248.163.210,76.223.57.215
fcc.bild.de	13.248.163.210,76.223.57.215
fch.bild.de	76.223.57.215,13.248.163.210
fck.bild.de	13.248.163.210,76.223.57.215
film.bild.de	76.223.57.215,13.248.163.210
fcu.sportbild.de	13.248.163.210,76.223.57.215
fitbook.de	76.223.57.215,13.248.163.210
folders.emarketer.com	104.18.30.147,104.18.31.147
fonts.emarketer.com	104.18.31.147,104.18.30.147
forecasts-na1.emarketer.com	104.18.30.147,104.18.31.147
fussball-quiz.bild.de	76.223.57.215,13.248.163.210
fwk.bild.de	76.223.57.215,13.248.163.210
gebrauchtwagen.autobild.de	95.100.104.11,95.100.104.32
gebrauchtwagen.stage.autobild.de	95.100.104.32,95.100.104.11
games.bild.de	35.157.69.199,3.76.154.98
gluecksdreh.bild.de	18.194.93.222,63.185.59.163
haendler.autobild.de	208.82.72.50
help.politico.eu	104.18.20.20,104.18.21.20
hsv.sportbild.de	13.248.163.210,76.223.57.215
hello.emarketer.com	104.17.73.206,104.17.72.206,104.17.71.206
iforgot.emarketer.com	100.63.23.177,3.229.115.91
image.mc.politico.eu	3.166.49.79,3.166.49.127,3.166.49.123
image.insight.emarketer.com	92.123.128.177,92.123.128.141
images.bild.de	2.21.64.163,2.21.64.172
images.sportbild.de	2.18.27.169,2.18.27.168
img.stage.autobild.de	208.82.72.67
industry-kpis-na1.emarketer.com	104.18.30.147,104.18.31.147
internal2tree.bild.de	2.21.64.132,2.21.64.151
interred.autobild.de	208.82.72.251
int.kundenservice.auth.bild.de	3.123.140.252,3.122.130.199,3.121.63.222
interred.stage.autobild.de	208.82.72.49
iqtest.bild.de	76.223.57.215,13.248.163.210
intranet.emarketer.com	142.250.151.121
jahn.bild.de	13.248.163.210,76.223.57.215
jobs.politico.eu	104.18.21.20,104.18.20.20
jobs.bild.de	159.69.134.148
kiel.bild.de	76.223.57.215,13.248.163.210
klassikmarkt.autobild.de	13.248.163.210,76.223.57.215
koe.sportbild.de	76.223.57.215,13.248.163.210
konfigurator.autobild.de	13.248.163.210,76.223.57.215
kundenservice.auth.bild.de	3.121.63.222,3.122.130.199,3.123.140.252
kundenservice.autobild.de	208.82.72.50
leserwahl.autobild.de	208.82.72.50
levelr.autobild.de	208.82.72.50
link.mail.bild.de	217.175.192.51
link.mailer.fitbook.de	172.64.151.2,104.18.36.254
link.mailer.travelbook.de	172.64.151.2,104.18.36.254
link.newsletter.bild.de	172.64.151.2,104.18.36.254
link.newsletters.autobild.de	217.175.192.51
login.bild.de	13.248.163.210,76.223.57.215
m05.sportbild.de	76.223.57.215,13.248.163.210
managementapi.emarketer.com	3.234.118.51,34.235.51.164
marketing.autobild.de	52.29.187.217,3.73.211.184,18.156.153.29
marketing.bild.de	3.73.211.184,52.29.187.217,18.156.153.29
marketing.sportbild.de	3.73.211.184,18.156.153.29,52.29.187.217
m.autobild.de	208.82.72.50
mdb.qweb.autobild.de	10.111.64.80
mdb.qweb.stage.autobild.de	10.111.64.49
meinauto.autobild.de	208.82.72.50
m.einbuergerungstest.bild.de	13.248.163.210,76.223.57.215
meine-startseite.autobild.de	208.82.72.50
meinkonto.bild.de	18.165.242.65,18.165.242.116,18.165.242.93
m.fahrschule.bild.de	13.248.163.210,76.223.57.215
m.fussball-quiz.bild.de	76.223.57.215,13.248.163.210
mimecast.emarketer.com	8.8.8.8
mingle.emarketer.com	8.8.8.8
m.iqtest.bild.de	13.248.163.210,76.223.57.215
mobile-mail.bild.de	13.248.163.210,76.223.57.215
mobil.autobild.de	208.82.72.50
motoso.autobild.de	208.82.72.50
mobil.sportbild.de	13.248.163.210,76.223.57.215
m.purmail.fitbook.de	185.136.64.6,185.136.65.6,185.136.64.7
m.purmail.travelbook.de	185.136.65.6,185.136.64.6,185.136.64.7
m.sportbild.bild.de	2.16.247.156,2.16.247.187
m.sportbild.de	76.223.57.215,13.248.163.210
m.sport.bild.de	95.100.104.4,95.100.104.5
m.sportdaten.sportbild.bild.de	95.100.104.4,95.100.104.5
m.strom.bild.de	94.130.244.193
m.steuer.bild.de	89.244.131.150
m.tv.bild.de	13.248.163.210,76.223.57.215
m.wetter.bild.de	95.100.104.5,95.100.104.4
m.wissenstest.bild.de	76.223.57.215,13.248.163.210
myaccount.emarketer.com	8.8.8.8
neuwagen.autobild.de	76.223.57.215,13.248.163.210
newsletter.autobild.de	208.82.72.50
newyorkbreakfast.emarketer.com	8.8.8.8
newsos.com	63.188.147.214,63.184.39.162,52.58.68.174
noteworthy-na1.emarketer.com	104.18.31.147,104.18.30.147
on.emarketer.com	8.8.8.8
on.bild.de	67.199.248.12,67.199.248.13
ory-poc-api.ps.bild.de	104.18.28.201,104.18.29.201
ostsport.bild.de	13.248.163.210,76.223.57.215
p.autobild.de	208.82.72.50
pbsb.asadcdn.com	63.184.3.148,18.157.217.61
pbs.asadcdn.com	2.23.210.90,2.23.210.88
performance-benchmarks.emarketer.com	104.18.31.147,104.18.30.147
pbs-test.asadcdn.com	2.19.117.98,2.19.117.103
play.bild.de	18.245.187.33,18.245.187.2,18.245.187.128
play-staging.sportbild.de	76.223.57.215,13.248.163.210
play.sportbild.de	76.223.57.215,13.248.163.210
politico.eu	104.18.20.20,104.18.21.20
privacy.club.autobild.de	13.224.95.78,13.224.95.105,13.224.95.13
privacy.club.bild.de	13.224.95.13,13.224.95.105,13.224.95.97
privacy.fanmeile.sportbild.de	13.224.95.105,13.224.95.97,13.224.95.13
privacy.vip-club.computerbild.de	13.224.95.97,13.224.95.78,13.224.95.13
productstorybundles.fitbook.de	188.166.192.244
productstorybundles.travelbook.de	188.166.192.244
productstorybundles.autobild.de	188.166.192.244
profile-na1.emarketer.com	104.18.31.147,104.18.30.147
pro-na1.emarketer.com	104.18.30.147,104.18.31.147
pur.autobild.de	207.211.214.145
pur.fitbook.de	207.211.214.145
purmail.autobild.de	185.136.64.7,185.136.64.6,185.136.65.7
pur.travelbook.de	207.211.214.145
quiz.emarketer.com	8.8.8.8
qweb.autobild.de	208.82.74.80
qweb.stage.autobild.de	208.82.73.255
r1.autobild.de	208.82.72.50
ras.autobild.de	178.239.128.23,195.93.178.23
rbl.sportbild.de	76.223.57.215,13.248.163.210
ras.travelbook.de	178.239.128.23,195.93.178.23
reisemobilmarkt.autobild.de	76.223.57.215,13.248.163.210
ras.fitbook.de	178.239.128.23,195.93.178.23
remote.emarketer.com	8.8.8.8
reisen.bild.de	212.227.203.223
researchtopicsstorage-na1.emarketer.com	104.18.30.147,104.18.31.147
reports.asadcdn.com	35.157.200.192,3.121.60.231
retail.emarketer.com	18.210.63.196,18.211.152.42
s04.sportbild.de	76.223.57.215,13.248.163.210
sachsen-anhalt.bild.de	76.223.57.215,13.248.163.210
sbc01.politico.eu	87.238.231.58
sales.emarketer.com	34.48.58.236
scf.sportbild.de	76.223.57.215,13.248.163.210
search1-na1.emarketer.com	104.18.30.147,104.18.31.147
searchalerts-na1.emarketer.com	104.18.30.147,104.18.31.147
search-es-cluster-pod-legacy-preview1.emarketer.com	8.8.8.8
search-es-cluster-pod-legacy-production.emarketer.com	8.8.8.8
search-es-cluster-pod-legacy-production-private.emarketer.com	8.8.8.8
search-es-cluster-pod-legacy-staging.emarketer.com	8.8.8.8
search-es-cluster-public-preview1.emarketer.com	8.8.8.8
search-es-cluster-public-production.emarketer.com	8.8.8.8
search-es-cluster-public-staging.emarketer.com	8.8.8.8
servicecenter.autobild.de	13.248.163.210,76.223.57.215
search.fitbook.de	5.9.139.93
sge.sportbild.de	76.223.57.215,13.248.163.210
shop.bild.de	76.223.57.215,13.248.163.210
site.emarketer.com	66.235.152.212,66.235.152.163,66.235.152.111
smetrics.politico.eu	66.235.152.212,66.235.152.163,66.235.152.111
sli.emarketer.com	18.165.201.56,18.165.201.36,18.165.201.125
sonderthemen.bild.de	188.166.192.244
spiele.bild.de	35.157.69.199,3.76.154.98
spobi.bild.de	76.223.57.215,13.248.163.210
sportbild.bild.de	2.22.249.132,2.22.249.168
sport.bild.de	95.100.104.5,95.100.104.4
sportbild.de	13.248.163.210,76.223.57.215
sportdaten.sportbild.bild.de	95.100.104.4,95.100.104.5
sport-quiz.bild.de	76.223.57.215,13.248.163.210
spring-media.de	76.223.57.215,13.248.163.210
sportwetten.bild.de	195.201.253.46
ssl.1.damoh.autobild.de	1.autobildde.damoh.schneevonmorgen.com.,148.251.83.179,116.202.246.209
ssl.3.damoh.autobild.de	3.autobildde.damoh.schneevonmorgen.com.,116.202.233.76,138.201.32.56
ssl.2.damoh.autobild.de	2.autobildde.damoh.schneevonmorgen.com.,116.202.82.143,116.202.170.34
staging.epaper.bild.de	217.89.46.122
staging.pbsb.asadcdn.com	63.184.40.26,63.182.242.130
steuer.bild.de	89.244.131.150
status.asadcdn.com	3.64.35.175
steuererklaerung.bild.de	194.6.194.134
stg.club.autobild.de	18.198.157.232,51.102.225.60,63.188.239.96
stg.fanmeile.sportbild.de	18.198.157.232,63.188.239.96,51.102.225.60
storage.projects.bild.de	95.100.104.5,95.100.104.4
store.emarketer.com	23.227.38.74
stream.springtools.de	18.154.84.30,18.154.84.82,18.154.84.52
stream-stage.springtools.de	3.166.65.36,3.166.65.107,3.166.65.112
strom.bild.de	94.130.244.193
subscriptions.emarketer.com	104.18.31.147,104.18.30.147
superraetsel.bild.de	13.248.163.210,76.223.57.215
suche.fitbook.de	5.9.139.93
support.emarketer.com	10.16.64.11
svs.bild.de	76.223.57.215,13.248.163.210
surveys.emarketer.com	104.18.30.147,104.18.31.147
svw.sportbild.de	76.223.57.215,13.248.163.210
tagging.club.autobild.de	63.185.127.217,3.124.76.94,3.127.34.84
tagging.fanmeile.sportbild.de	3.127.34.84,3.124.76.94,63.185.127.217
tagging.stg.fanmeile.sportbild.de	51.102.225.60,18.198.157.232,63.188.239.96
tagging.stg.club.autobild.de	51.102.225.60,63.188.239.96,18.198.157.232
technik.autobild.de	208.82.72.50
technik.beta.autobild.de	208.82.72.50
teilnahmebedingungen.bild.de	76.223.57.215,13.248.163.210
technik.bild.de	194.6.208.146
termine.autobild.de	76.223.57.215,13.248.163.210
test2-cloudflare-publicsite-netlify.emarketer.com	8.8.8.8
test.pbsb.asadcdn.com	63.184.3.148,18.157.217.61
tippspiel.sportbild.de	13.248.163.210,76.223.57.215
topics-na1.emarketer.com	104.18.30.147,104.18.31.147
tollbit.autobild.de	44.205.75.18,34.232.169.168
tollbit.travelbook.de	34.232.169.168,44.205.75.18
tollbit.fitbook.de	34.232.169.168,44.205.75.18
tmi.asadcdn.com	18.159.220.84,18.158.98.81,52.58.107.174
travelbook.de	76.223.57.215,13.248.163.210
totalaccess.emarketer.com	104.18.30.147,104.18.31.147
traumwagengarage.autobild.de	208.82.72.50
tv.bild.de	76.223.57.215,13.248.163.210
trust.emarketer.com	104.18.5.130,104.18.4.130
tsg.sportbild.de	13.248.163.210,76.223.57.215
utiq.fitbook.de	18.159.220.84,18.158.98.81,52.58.107.174
utiq.autobild.de	52.58.107.174,18.158.98.81,18.159.220.84
utiq.travelbook.de	52.58.107.174,18.159.220.84,18.158.98.81
verify.asadcdn.com	3.66.6.66
vfb.sportbild.de	76.223.57.215,13.248.163.210
vfl.sportbild.de	13.248.163.210,76.223.57.215
video.autobild.de	92.123.128.160,92.123.128.189
video.stage.autobild.de	92.123.128.189,92.123.128.160
videothek.bild.de	13.248.163.210,76.223.57.215
view.insight.emarketer.com	128.245.160.4
view.mc.politico.eu	159.92.144.12
vip-lounge.autobild.de	63.185.127.217,3.127.34.84,3.124.76.94
vpn.11ts.emarketer.com	198.179.69.35
vorschau.stage.autobild.de	208.82.72.49
vpn.chi.emarketer.com	8.8.8.8
vpn.telxnyc.emarketer.com	8.8.8.8
vpn.emarketer.com	131.239.158.82
umfragen.bild.de	142.132.190.142
wap.bild.de	13.248.163.210,76.223.57.215
wap.autobild.de	208.82.72.50
wap.sportbild.de	76.223.57.215,13.248.163.210
wcf.emarketer.com	8.8.8.8
wcf.stage.emarketer.com	8.8.8.8
wetter.travelbook.de	3.254.185.214
wifi.emarketer.com	8.8.8.8
wires.dev.newsos.com	3.125.135.201,63.184.104.50
wires.newsos.com	63.188.147.214,63.184.39.162,52.58.68.174
wissen-sie-mehr.de	13.248.163.210,76.223.57.215
wissenstest.bild.de	13.248.163.210,76.223.57.215
www.12xgratis.bild.de	13.248.163.210,76.223.57.215
www.aboservice.autobild.de	208.82.72.50
www.aboservice.bild.de	13.248.163.210,76.223.57.215
www.admin.emarketer.com	8.8.8.8
www.autobild.de	184.28.220.29,184.28.220.8
www.asadcdn.com	2.19.117.133,2.19.117.137
www.bild.de	95.100.104.5,95.100.104.4
www.bild.tv	13.248.163.210,76.223.57.215
www.cas.emarketer.com	8.8.8.8
www.chicagobreakfast.emarketer.com	8.8.8.8
www.club.autobild.de	63.185.127.217,3.124.76.94,3.127.34.84
www.emarketer.com	104.18.16.94,104.18.17.94
www.emtippspiel.sportbild.de	13.248.163.210,76.223.57.215
www.epaper.bild.de	76.223.57.215,13.248.163.210
www.escapes.travelbook.de	76.223.57.215,13.248.163.210
www.ev.emarketer.com	8.8.8.8
www.fahrschule.autobild.de	76.223.57.215,13.248.163.210
www.fitbook.de	184.28.220.22,184.28.220.9
www.mimecast.emarketer.com	8.8.8.8
www.mingle.emarketer.com	8.8.8.8
www.myaccount.emarketer.com	8.8.8.8
www.newyorkbreakfast.emarketer.com	8.8.8.8
www.on.emarketer.com	8.8.8.8
www.politico.eu	104.18.20.20,104.18.21.20
www.remote.emarketer.com	8.8.8.8
www.spobi.bild.de	13.248.163.210,76.223.57.215
www.sportbild.de	13.248.163.210,76.223.57.215
www.sportwetten.bild.de	195.201.253.46
www.stage.autobild.de	2.19.117.96,2.19.117.81
www.stage.origin.autobild.de	208.82.72.50
www.teilnahmebedingungen.bild.de	76.223.57.215,13.248.163.210
www.travelbook.de	2.19.117.98,2.19.117.74
www.wcf.emarketer.com	8.8.8.8
www.wcf.stage.emarketer.com	8.8.8.8
www.wifi.emarketer.com	8.8.8.8
